id,filename,category,text
airport_checkin_001_turn_1,scenarios/airport_checkin_001/turn_1.mp3,scenario,"Good morning, sir. May I see your passport and booking reference, please?"
airport_checkin_001_turn_3,scenarios/airport_checkin_001/turn_3.mp3,scenario,"Thank you, Mr. Lewis. I can see you're on flight BA678 to London Heathrow, departing at 10:45. Would you like a window or aisle seat?"
airport_checkin_001_turn_5,scenarios/airport_checkin_001/turn_5.mp3,scenario,"Certainly. I've allocated you seat 14A, which is by the window. Are you checking in any luggage today?"
airport_checkin_001_turn_7,scenarios/airport_checkin_001/turn_7.mp3,scenario,"Perfect. Please place it on the belt. Your allowance is 23 kilograms. It weighs 19.5 kilograms, so that's fine. Here's your boarding pass. Boarding starts at 10:15 from Gate B24. Have a pleasant flight."
passport_control_001_turn_1,scenarios/passport_control_001/turn_1.mp3,scenario,"Good afternoon. Passport, please. What is the purpose of your visit to the United Kingdom?"
passport_control_001_turn_3,scenarios/passport_control_001/turn_3.mp3,scenario,"I see. And how long are you planning to stay in the UK?"
passport_control_001_turn_5,scenarios/passport_control_001/turn_5.mp3,scenario,"Where will you be staying during your visit?"
passport_control_001_turn_7,scenarios/passport_control_001/turn_7.mp3,scenario,"And what company do you work for?"
passport_control_001_turn_9,scenarios/passport_control_001/turn_9.mp3,scenario,"Is this your first visit to the UK?"
passport_control_001_turn_11,scenarios/passport_control_001/turn_11.mp3,scenario,"Very well. Do you have anything to declare? Any goods over the duty-free allowance?"
passport_control_001_turn_13,scenarios/passport_control_001/turn_13.mp3,scenario,"That's fine. Welcome to the United Kingdom. Enjoy your stay."
airport_security_001_turn_1,scenarios/airport_security_001/turn_1.mp3,scenario,"Please remove your laptop and any liquids from your bag. Place them in a separate tray."
airport_security_001_turn_3,scenarios/airport_security_001/turn_3.mp3,scenario,"Is this your bag, sir? We need to check it. There seems to be something metallic inside."
airport_security_001_turn_5,scenarios/airport_security_001/turn_5.mp3,scenario,"Ah yes, it's a power bank. That's fine. You're all clear. Have a good flight."
business_meeting_001_turn_1,scenarios/business_meeting_001/turn_1.mp3,scenario,"Good afternoon. You must be from STU Trailer. Please, take a seat. We're looking forward to hearing about your products."
business_meeting_001_turn_3,scenarios/business_meeting_001/turn_3.mp3,scenario,"Excellent. So, what can you tell us about your concrete mixer range?"
business_meeting_001_turn_5,scenarios/business_meeting_001/turn_5.mp3,scenario,"That's interesting. What's the drum rotation speed, and what kind of discharge rate can we expect?"
business_meeting_001_turn_7,scenarios/business_meeting_001/turn_7.mp3,scenario,"Very good. And what about the hydraulic system? Is it compatible with standard European truck connections?"
business_meeting_001_turn_9,scenarios/business_meeting_001/turn_9.mp3,scenario,"Excellent. That all sounds very promising. Could you send us a detailed quotation by next Friday?"
factory_visit_001_turn_1,scenarios/factory_visit_001/turn_1.mp3,scenario,"Good morning! Thank you for the invitation to visit your facility. I've been looking forward to seeing your production process."
factory_visit_001_turn_3,scenarios/factory_visit_001/turn_3.mp3,scenario,"This is impressive. Can you tell me about this welding station? What process do you use?"
factory_visit_001_turn_5,scenarios/factory_visit_001/turn_5.mp3,scenario,"I see. And what quality control measures do you have in place?"
factory_visit_001_turn_7,scenarios/factory_visit_001/turn_7.mp3,scenario,"That's reassuring. What's your typical lead time from order to delivery?"
restaurant_001_turn_1,scenarios/restaurant_001/turn_1.mp3,scenario,"This is a lovely restaurant. I come here quite often. Have you decided what you'd like to order?"
restaurant_001_turn_3,scenarios/restaurant_001/turn_3.mp3,scenario,"The lamb is excellent here. By the way, how was your journey from Konya? I imagine it's quite a long trip."
restaurant_001_turn_5,scenarios/restaurant_001/turn_5.mp3,scenario,"Would you like some wine with dinner? They have an excellent selection here."
restaurant_001_turn_7,scenarios/restaurant_001/turn_7.mp3,scenario,"Of course, no problem at all. So tell me, how did you get into the trailer manufacturing business?"
small_talk_001_turn_1,scenarios/small_talk_001/turn_1.mp3,scenario,"Bit grey today, isn't it? Typical British weather, I'm afraid. Is it very different in Turkey?"
small_talk_001_turn_3,scenarios/small_talk_001/turn_3.mp3,scenario,"I've always wanted to visit Turkey. Any plans for the weekend while you're here?"
small_talk_001_turn_5,scenarios/small_talk_001/turn_5.mp3,scenario,"Oh, the British Museum is brilliant. Free entry too! Do you follow football at all?"
small_talk_001_turn_7,scenarios/small_talk_001/turn_7.mp3,scenario,"I'm a Manchester United fan, for my sins! Anyway, shall we head back? I think they're ready to continue."
phone_call_001_turn_1,scenarios/phone_call_001/turn_1.mp3,scenario,"Hello, Thompson Engineering, Sarah speaking. How can I help you?"
phone_call_001_turn_3,scenarios/phone_call_001/turn_3.mp3,scenario,"Of course. Let me check his diary. When would suit you best?"
phone_call_001_turn_5,scenarios/phone_call_001/turn_5.mp3,scenario,"Tuesday the 17th looks good. Would 10 o'clock work? We'll need about two hours, I imagine."
phone_call_001_turn_7,scenarios/phone_call_001/turn_7.mp3,scenario,"Excellent. I'll send you a calendar invite and directions to our office. Is there anything you'll need for the presentation?"
hotel_checkin_001_turn_1,scenarios/hotel_checkin_001/turn_1.mp3,scenario,"Good evening, sir. Welcome to the Grand Hotel Manchester. Do you have a reservation?"
hotel_checkin_001_turn_3,scenarios/hotel_checkin_001/turn_3.mp3,scenario,"Yes, here it is. A standard room for three nights. Would you prefer a higher floor or a quieter room at the back?"
hotel_checkin_001_turn_5,scenarios/hotel_checkin_001/turn_5.mp3,scenario,"No problem. I've put you in room 412 on the fourth floor, nice and quiet. Breakfast is served from 6:30 to 10. Is there anything else you need to know?"
hotel_checkin_001_turn_7,scenarios/hotel_checkin_001/turn_7.mp3,scenario,"Yes, the gym is on the ground floor, open 24 hours. The Wi-Fi password is on a card in your room. Enjoy your stay!"
airport_delay_001_turn_1,scenarios/airport_delay_001/turn_1.mp3,scenario,"Good afternoon. How can I help you today?"
airport_delay_001_turn_3,scenarios/airport_delay_001/turn_3.mp3,scenario,"I'm sorry about that. There's been a technical issue with the aircraft. We're expecting a delay of approximately two hours."
airport_delay_001_turn_5,scenarios/airport_delay_001/turn_5.mp3,scenario,"Unfortunately, this is the only direct flight today. However, we can offer you a meal voucher for the wait. Would that help?"
airport_delay_001_turn_7,scenarios/airport_delay_001/turn_7.mp3,scenario,"You can use it at any restaurant in Terminal 3. We'll announce boarding as soon as the aircraft is ready. Apologies again for the inconvenience."
hotel_complaint_001_turn_1,scenarios/hotel_complaint_001/turn_1.mp3,scenario,"Reception, how may I assist you?"
hotel_complaint_001_turn_3,scenarios/hotel_complaint_001/turn_3.mp3,scenario,"I'm terribly sorry to hear that, sir. Could you describe what's happening? Is it not turning on at all, or is it making a noise?"
hotel_complaint_001_turn_5,scenarios/hotel_complaint_001/turn_5.mp3,scenario,"I understand. I can send our maintenance team up right away, or I can offer you a different room on the same floor. Which would you prefer?"
hotel_complaint_001_turn_7,scenarios/hotel_complaint_001/turn_7.mp3,scenario,"Of course. I have room 418 available, which is an identical room with a city view. I'll send someone up to help you move. Again, my sincere apologies."
business_meeting_negotiation_001_turn_1,scenarios/business_meeting_negotiation_001/turn_1.mp3,scenario,"So, let's talk numbers. What kind of pricing are we looking at for a bulk order of curtainsiders?"
business_meeting_negotiation_001_turn_3,scenarios/business_meeting_negotiation_001/turn_3.mp3,scenario,"That's a bit higher than we were hoping. Our current supplier offers similar specs at €26,000. Can you match that?"
business_meeting_negotiation_001_turn_5,scenarios/business_meeting_negotiation_001/turn_5.mp3,scenario,"The warranty is appealing. If we commit to 20 units this year, what's the best you can do?"
business_meeting_negotiation_001_turn_7,scenarios/business_meeting_negotiation_001/turn_7.mp3,scenario,"That sounds reasonable. And what about payment terms? We typically work on 60-day terms."
business_meeting_negotiation_001_turn_9,scenarios/business_meeting_negotiation_001/turn_9.mp3,scenario,"That works for us. Shall we put together a formal proposal then?"
restaurant_ordering_001_turn_1,scenarios/restaurant_ordering_001/turn_1.mp3,scenario,"Good evening! Welcome to The Crown. Are you ready to order, or would you like a few more minutes?"
restaurant_ordering_001_turn_3,scenarios/restaurant_ordering_001/turn_3.mp3,scenario,"Today's pie is steak and ale - it's very popular. Comes with mash and gravy. Can I get you some drinks while you decide?"
restaurant_ordering_001_turn_5,scenarios/restaurant_ordering_001/turn_5.mp3,scenario,"Excellent choice. And for your colleagues?"
restaurant_ordering_001_turn_7,scenarios/restaurant_ordering_001/turn_7.mp3,scenario,"It's beer-battered. Lovely and crispy. So that's one pie, one fish and chips. I'll bring your drinks right away."
phone_complaint_001_turn_1,scenarios/phone_complaint_001/turn_1.mp3,scenario,"Good morning, Harrison Parts, Claire speaking. How can I help?"
phone_complaint_001_turn_3,scenarios/phone_complaint_001/turn_3.mp3,scenario,"Let me pull that up... Yes, I can see it here. It looks like there was a delay at our warehouse. I'm sorry about that. It's scheduled to ship today."
phone_complaint_001_turn_5,scenarios/phone_complaint_001/turn_5.mp3,scenario,"I completely understand. Would express shipping help? We could upgrade to next-day delivery at no extra cost to make up for the delay."
phone_complaint_001_turn_7,scenarios/phone_complaint_001/turn_7.mp3,scenario,"Yes, it should arrive Thursday morning your time. I'll email you the tracking number within the hour. Is there anything else I can help with?"
factory_quality_001_turn_1,scenarios/factory_quality_001/turn_1.mp3,scenario,"This is impressive. Can you walk me through your quality management system? What certifications do you hold?"
factory_quality_001_turn_3,scenarios/factory_quality_001/turn_3.mp3,scenario,"Good to hear. How do you handle non-conformances? What happens if a defect is found during production?"
factory_quality_001_turn_5,scenarios/factory_quality_001/turn_5.mp3,scenario,"I noticed you use both robotic and manual welding. How do you ensure consistent weld quality across both methods?"
factory_quality_001_turn_7,scenarios/factory_quality_001/turn_7.mp3,scenario,"Very thorough. One last question - what's your defect rate, and how has it trended over the past year?"
small_talk_networking_001_turn_1,scenarios/small_talk_networking_001/turn_1.mp3,scenario,"Quite a busy show this year, isn't it? I don't think we've met. I'm James, from Axle Solutions."
small_talk_networking_001_turn_3,scenarios/small_talk_networking_001/turn_3.mp3,scenario,"Turkey! Interesting. The Turkish trailer industry has grown enormously. What type of trailers do you specialise in?"
small_talk_networking_001_turn_5,scenarios/small_talk_networking_001/turn_5.mp3,scenario,"We supply axles and suspension systems to trailer manufacturers. Actually, we might be able to work together. Do you source your axles locally or import them?"
small_talk_networking_001_turn_7,scenarios/small_talk_networking_001/turn_7.mp3,scenario,"We distribute BPW and SAF-Holland. Look, I'd love to chat more, but I need to get back to the stand. Could I give you my card?"
technical_presentation_specs_001_turn_1,scenarios/technical_presentation_specs_001/turn_1.mp3,scenario,"Right, so tell me about this tipper. We need something robust for aggregate transport. What's the body capacity?"
technical_presentation_specs_001_turn_3,scenarios/technical_presentation_specs_001/turn_3.mp3,scenario,"Hardox is good. What about the tipping mechanism? We've had issues with slow tipping times in the past."
technical_presentation_specs_001_turn_5,scenarios/technical_presentation_specs_001/turn_5.mp3,scenario,"That's decent. What's the unladen weight? We need to maximise payload."
technical_presentation_specs_001_turn_7,scenarios/technical_presentation_specs_001/turn_7.mp3,scenario,"Good payload. One more thing - what warranty do you offer, and do you have service support in the UK?"
airport_taxi_001_turn_1,scenarios/airport_taxi_001/turn_1.mp3,scenario,"Hello there! Where can I take you today?"
airport_taxi_001_turn_3,scenarios/airport_taxi_001/turn_3.mp3,scenario,"The Grand Hotel, yes I know it well. That'll be about 25 pounds. Should take around 20 minutes depending on traffic. Is that alright?"
airport_taxi_001_turn_5,scenarios/airport_taxi_001/turn_5.mp3,scenario,"Yes, card is fine. So, business or pleasure? You sound like you've travelled a fair way."
airport_taxi_001_turn_7,scenarios/airport_taxi_001/turn_7.mp3,scenario,"Turkey, lovely! Right, here we are - the Grand Hotel. That's 24 pounds on the meter. Shall I get your bag from the boot?"
hotel_checkout_001_turn_1,scenarios/hotel_checkout_001/turn_1.mp3,scenario,"Good morning, sir. Checking out today?"
hotel_checkout_001_turn_3,scenarios/hotel_checkout_001/turn_3.mp3,scenario,"Let me pull up your bill. That's three nights, plus the restaurant charges and minibar. The total comes to £485."
hotel_checkout_001_turn_5,scenarios/hotel_checkout_001/turn_5.mp3,scenario,"Of course. Let me check... You're right, that was a system error. I'll remove it. The new total is £467. How would you like to pay?"
hotel_checkout_001_turn_7,scenarios/hotel_checkout_001/turn_7.mp3,scenario,"Certainly. Here's your receipt. Is there anything else I can help with? Do you need transport to the airport?"
hotel_checkout_001_turn_9,scenarios/hotel_checkout_001/turn_9.mp3,scenario,"I'll book one for 11:30, that should give you plenty of time. It'll wait outside the main entrance. Have a safe journey!"
business_meeting_followup_001_turn_1,scenarios/business_meeting_followup_001/turn_1.mp3,scenario,"Thanks for coming in, Lewis. So, where are we with our order? The 15 curtainsiders we ordered last month."
business_meeting_followup_001_turn_3,scenarios/business_meeting_followup_001/turn_3.mp3,scenario,"Good to hear. We did have one concern though - your quality manager mentioned there was a weld issue on a previous batch. Has that been addressed?"
business_meeting_followup_001_turn_5,scenarios/business_meeting_followup_001/turn_5.mp3,scenario,"That's reassuring. Now, regarding delivery - we're a bit concerned about the timeline. Can you still hit the March 15th deadline?"
business_meeting_followup_001_turn_7,scenarios/business_meeting_followup_001/turn_7.mp3,scenario,"Excellent. One more thing - we're considering increasing next quarter's order to 25 units. Would that be feasible for you?"
restaurant_bill_001_turn_1,scenarios/restaurant_bill_001/turn_1.mp3,scenario,"That was a lovely meal. Shall we get the bill?"
restaurant_bill_001_turn_3,scenarios/restaurant_bill_001/turn_3.mp3,scenario,"Oh, that's very kind of you. Are you sure? I'm happy to split it."
restaurant_bill_001_turn_5,scenarios/restaurant_bill_001/turn_5.mp3,scenario,"Well, thank you very much. That's very generous. I've really enjoyed this evening."
restaurant_bill_001_turn_7,scenarios/restaurant_bill_001/turn_7.mp3,scenario,"Definitely. Right, I should probably head off - early start tomorrow. Thank you again for dinner."
phone_reschedule_001_turn_1,scenarios/phone_reschedule_001/turn_1.mp3,scenario,"Good morning, David Richards speaking."
phone_reschedule_001_turn_3,scenarios/phone_reschedule_001/turn_3.mp3,scenario,"Oh, that's a shame. What's happened?"
phone_reschedule_001_turn_5,scenarios/phone_reschedule_001/turn_5.mp3,scenario,"These things happen. Don't worry about it. When would you be able to reschedule?"
phone_reschedule_001_turn_7,scenarios/phone_reschedule_001/turn_7.mp3,scenario,"Thursday morning would actually work better for me. Shall we say 10 o'clock?"
small_talk_hotel_breakfast_001_turn_1,scenarios/small_talk_hotel_breakfast_001/turn_1.mp3,scenario,"Morning! The coffee here is quite good, isn't it?"
small_talk_hotel_breakfast_001_turn_3,scenarios/small_talk_hotel_breakfast_001/turn_3.mp3,scenario,"Yes, I'm visiting a supplier in the area. What about you? Your accent - let me guess, somewhere Mediterranean?"
small_talk_hotel_breakfast_001_turn_5,scenarios/small_talk_hotel_breakfast_001/turn_5.mp3,scenario,"Trailers? That's interesting. I'm in logistics myself - we run a haulage company. Always looking for reliable equipment."
small_talk_hotel_breakfast_001_turn_7,scenarios/small_talk_hotel_breakfast_001/turn_7.mp3,scenario,"Mostly curtainsiders, actually. We buy about 10 new ones a year. Here's my card - give me a call if you'd like to discuss further."
factory_safety_001_turn_1,scenarios/factory_safety_001/turn_1.mp3,scenario,"Thank you for visiting STU Trailer. Before we start the tour, I believe there's a safety briefing?"
factory_safety_001_turn_3,scenarios/factory_safety_001/turn_3.mp3,scenario,"Of course. What do we need to know?"
factory_safety_001_turn_5,scenarios/factory_safety_001/turn_5.mp3,scenario,"Understood. Are there any particular hazards we should be aware of?"
factory_safety_001_turn_7,scenarios/factory_safety_001/turn_7.mp3,scenario,"Good to know. And if there's an emergency?"
technical_presentation_qa_001_turn_1,scenarios/technical_presentation_qa_001/turn_1.mp3,scenario,"Thank you for that presentation. I have a question about the axle configuration. Can you use disc brakes instead of drum brakes on your trailers?"
technical_presentation_qa_001_turn_3,scenarios/technical_presentation_qa_001/turn_3.mp3,scenario,"Good to know. Another question - what's the typical lifespan of your trailer floors? We've had issues with rotting on other brands."
technical_presentation_qa_001_turn_5,scenarios/technical_presentation_qa_001/turn_5.mp3,scenario,"Impressive. One more - do you have crash test certification for the rear underrun protection?"
technical_presentation_qa_001_turn_7,scenarios/technical_presentation_qa_001/turn_7.mp3,scenario,"That would be helpful. Are there any other questions from the floor? No? Well, thank you all for your attention."
airport_lost_luggage_001_turn_1,scenarios/airport_lost_luggage_001/turn_1.mp3,scenario,"Good evening, sir. How can I help you?"
airport_lost_luggage_001_turn_3,scenarios/airport_lost_luggage_001/turn_3.mp3,scenario,"I'm sorry to hear that. Can you describe your bag for me? Size, colour, any distinguishing features?"
airport_lost_luggage_001_turn_5,scenarios/airport_lost_luggage_001/turn_5.mp3,scenario,"Thank you. And do you have your baggage claim ticket? It should be attached to your boarding pass."
airport_lost_luggage_001_turn_7,scenarios/airport_lost_luggage_001/turn_7.mp3,scenario,"Perfect. We'll track it down. Where are you staying? We can deliver it once it's located."
hotel_concierge_001_turn_1,scenarios/hotel_concierge_001/turn_1.mp3,scenario,"Good afternoon, sir. How may I assist you today?"
hotel_concierge_001_turn_3,scenarios/hotel_concierge_001/turn_3.mp3,scenario,"Of course. What type of cuisine does your client prefer? We have excellent Italian, British, and Asian options within walking distance."
hotel_concierge_001_turn_5,scenarios/hotel_concierge_001/turn_5.mp3,scenario,"I'd recommend The Ivy. Excellent British menu, beautiful setting, very popular with business clients. Shall I make a reservation for you?"
hotel_concierge_001_turn_7,scenarios/hotel_concierge_001/turn_7.mp3,scenario,"Certainly. And would you like me to arrange anything else? Theatre tickets perhaps, or a car service?"
restaurant_dietary_001_turn_1,scenarios/restaurant_dietary_001/turn_1.mp3,scenario,"Good evening. Are you ready to order, or do you have any questions about the menu?"
restaurant_dietary_001_turn_3,scenarios/restaurant_dietary_001/turn_3.mp3,scenario,"Of course, no problem at all. The lamb shank, the grilled salmon, and the chicken supreme are all pork-free. Would any of those interest you?"
restaurant_dietary_001_turn_5,scenarios/restaurant_dietary_001/turn_5.mp3,scenario,"The lamb is slow-cooked in a rosemary and garlic jus - no wine. It comes with roasted vegetables and mashed potato. Shall I put that order in for you?"
restaurant_dietary_001_turn_7,scenarios/restaurant_dietary_001/turn_7.mp3,scenario,"Certainly. Sparkling water and the lamb shank. I'll make a note about your dietary requirements for the kitchen. Is there anything else?"
business_closing_deal_001_turn_1,scenarios/business_closing_deal_001/turn_1.mp3,scenario,"Right, I think we've covered everything. Before we sign, shall we just run through the key terms one more time?"
business_closing_deal_001_turn_3,scenarios/business_closing_deal_001/turn_3.mp3,scenario,"That's correct. And the warranty is 3 years on the chassis, 2 years on everything else. One last thing - what happens if there are any quality issues after delivery?"
business_closing_deal_001_turn_5,scenarios/business_closing_deal_001/turn_5.mp3,scenario,"That's reassuring. I'm happy with everything. I think we have a deal."
business_closing_deal_001_turn_7,scenarios/business_closing_deal_001/turn_7.mp3,scenario,"Indeed. Let me sign here... and here. There we go. Welcome aboard! Shall we celebrate with a drink?"
small_talk_weekend_001_turn_1,scenarios/small_talk_weekend_001/turn_1.mp3,scenario,"Morning Lewis! Good to see you again. Did you have a good weekend? Did you get to do anything nice while you were here?"
small_talk_weekend_001_turn_3,scenarios/small_talk_weekend_001/turn_3.mp3,scenario,"The British Museum is wonderful, isn't it? I spent the weekend with the family - took the kids to a football match on Sunday. Do you follow football?"
small_talk_weekend_001_turn_5,scenarios/small_talk_weekend_001/turn_5.mp3,scenario,"We saw Manchester City play. They won 3-1, so the kids were happy! Anyway, shall we grab a coffee before the others arrive?"
small_talk_weekend_001_turn_7,scenarios/small_talk_weekend_001/turn_7.mp3,scenario,"How do you take yours? Milk? Sugar?"
phone_order_confirmation_001_turn_1,scenarios/phone_order_confirmation_001/turn_1.mp3,scenario,"Hello, Mike Stevens speaking."
phone_order_confirmation_001_turn_3,scenarios/phone_order_confirmation_001/turn_3.mp3,scenario,"Ah yes, perfect timing. Go ahead."
phone_order_confirmation_001_turn_5,scenarios/phone_order_confirmation_001/turn_5.mp3,scenario,"That's correct, except we'd like to change the colour to RAL 5010 blue. Is that possible at this stage?"
phone_order_confirmation_001_turn_7,scenarios/phone_order_confirmation_001/turn_7.mp3,scenario,"No, that's everything. When can we expect delivery?"
factory_production_capacity_001_turn_1,scenarios/factory_production_capacity_001/turn_1.mp3,scenario,"This is an impressive facility. What's your annual production capacity here?"
factory_production_capacity_001_turn_3,scenarios/factory_production_capacity_001/turn_3.mp3,scenario,"That's substantial. If we were to place a large order - say 100 units - what would the lead time be?"
factory_production_capacity_001_turn_5,scenarios/factory_production_capacity_001/turn_5.mp3,scenario,"What if we needed to rush an order? Can you expedite production if we pay extra?"
factory_production_capacity_001_turn_7,scenarios/factory_production_capacity_001/turn_7.mp3,scenario,"Good to know. And your workforce - do you have enough skilled workers to maintain quality at high volumes?"
airport_car_rental_001_turn_1,scenarios/airport_car_rental_001/turn_1.mp3,scenario,"Good afternoon! Welcome to Europcar. Do you have a reservation?"
airport_car_rental_001_turn_3,scenarios/airport_car_rental_001/turn_3.mp3,scenario,"Yes, here it is. A Ford Focus for four days, returning Sunday. Can I see your driving licence and a credit card for the deposit?"
airport_car_rental_001_turn_5,scenarios/airport_car_rental_001/turn_5.mp3,scenario,"Both would be great, thank you. Now, would you like to add a GPS navigation system? It's £8 per day."
airport_car_rental_001_turn_7,scenarios/airport_car_rental_001/turn_7.mp3,scenario,"Yes, all UK and European maps. One last thing - the fuel policy is full-to-full. Please return it with a full tank to avoid refuelling charges. Any questions?"
technical_demo_001_turn_1,scenarios/technical_demo_001/turn_1.mp3,scenario,"This curtainsider looks well-built. Can you show us how the sliding roof works?"
technical_demo_001_turn_3,scenarios/technical_demo_001/turn_3.mp3,scenario,"That is smooth. What about the curtain tensioning system? We've had problems with loose curtains on other trailers."
technical_demo_001_turn_5,scenarios/technical_demo_001/turn_5.mp3,scenario,"Impressive. And the floor - is it suitable for forklift loading?"
technical_demo_001_turn_7,scenarios/technical_demo_001/turn_7.mp3,scenario,"Very thorough. Do you have any literature we can take away? Spec sheets, pricing?"
small_talk_delays_001_turn_1,scenarios/small_talk_delays_001/turn_1.mp3,scenario,"Sorry I'm late. The M6 was absolutely dreadful this morning. Roadworks everywhere!"
small_talk_delays_001_turn_3,scenarios/small_talk_delays_001/turn_3.mp3,scenario,"It is notorious! Do you drive much when you're here, or do you prefer the train?"
small_talk_delays_001_turn_5,scenarios/small_talk_delays_001/turn_5.mp3,scenario,"The trains are good, yes. How do you find driving on the left? Must be quite an adjustment!"
small_talk_delays_001_turn_7,scenarios/small_talk_delays_001/turn_7.mp3,scenario,"Ha! I can imagine. Oh, looks like the others are arriving now. Shall we head to the meeting room?"
hotel_room_service_001_turn_1,scenarios/hotel_room_service_001/turn_1.mp3,scenario,"Room service, good evening. How can I help you?"
hotel_room_service_001_turn_3,scenarios/hotel_room_service_001/turn_3.mp3,scenario,"Of course, Mr Lewis. What would you like this evening?"
hotel_room_service_001_turn_5,scenarios/hotel_room_service_001/turn_5.mp3,scenario,"Certainly. The grilled chicken with vegetables and a side salad. Any drinks with that?"
hotel_room_service_001_turn_7,scenarios/hotel_room_service_001/turn_7.mp3,scenario,"Of course. So that's grilled chicken, side salad, and tea with milk. It'll be with you in about 25 minutes. Is there anything else?"
phone_support_call_001_turn_1,scenarios/phone_support_call_001/turn_1.mp3,scenario,"Hello, this is James from Fleet Solutions. I submitted a warranty claim for one of our trailers last week and haven't heard back. Can you help?"
phone_support_call_001_turn_3,scenarios/phone_support_call_001/turn_3.mp3,scenario,"It's WC-2024-0847. The issue is with the rear door hinges - they're not closing properly."
phone_support_call_001_turn_5,scenarios/phone_support_call_001/turn_5.mp3,scenario,"That's a relief. Will someone come to fit them, or do we need to arrange that ourselves?"
phone_support_call_001_turn_7,scenarios/phone_support_call_001/turn_7.mp3,scenario,"That's excellent service, thank you. Mornings work better for us. Can you send me a confirmation email?"
factory_inspection_001_turn_1,scenarios/factory_inspection_001/turn_1.mp3,scenario,"Good morning. I'm Sarah Mitchell, Quality Assurance Manager from TransportCo. We're here for the factory inspection we arranged."
factory_inspection_001_turn_3,scenarios/factory_inspection_001/turn_3.mp3,scenario,"Thank you. I'd like to see your welding stations first, and understand your quality control checkpoints. How do you ensure weld consistency?"
factory_inspection_001_turn_5,scenarios/factory_inspection_001/turn_5.mp3,scenario,"Impressive. I notice you're using robotic welding here. What happens if the robot detects an anomaly?"
